00 04/07/96 13h16
01 06/07/96 07h45
02 08/07/96 02h13
03 09/07/96 20h42
04 11/07/96 15h10
05 13/07/96 09h39
06 15/07/96 04h08
07 16/07/96 22h36
08 18/07/96 17h05
09 20/07/96 11h33
10 22/07/96 06h02
11 24/07/96 00h31
12 25/07/96 18h59
13 27/07/96 13h28
14 29/07/96 07h56
15 31/07/96 02h25
16 01/08/96 20h54
17 03/08/96 15h22
18 05/08/96 09h51
19 07/08/96 04h20
20 08/08/96 22h48
21 10/08/96 17h17
22 12/08/96 11h46
23 14/08/96 06h15
24 16/08/96 00h43
25 17/08/96 19h12
26 19/08/96 13h41
27 21/08/96 08h09
28 23/08/96 02h38
29 24/08/96 21h07
30 26/08/96 15h36
31 28/08/96 10h04
32 30/08/96 04h33
33 31/08/96 23h02
34 02/09/96 17h31
35 04/09/96 12h00
36 06/09/96 06h28
37 08/09/96 00h57
38 09/09/96 19h26
39 11/09/96 13h55
40 13/09/96 08h24
41 15/09/96 02h52
42 16/09/96 21h21
43 18/09/96 15h50
44 20/09/96 10h19
45 22/09/96 04h48
46 23/09/96 23h17
47 25/09/96 17h45
48 27/09/96 12h14
49 29/09/96 06h43
50 01/10/96 01h12
51 02/10/96 19h41
52 04/10/96 14h10
53 06/10/96 08h38
54 08/10/96 03h07
55 09/10/96 21h36
56 11/10/96 16h05
57 13/10/96 10h34
58 15/10/96 05h03
59 16/10/96 23h32
60 18/10/96 18h00
61 20/10/96 12h29
62 22/10/96 06h58
63 24/10/96 01h27
64 25/10/96 16h56
65 27/10/96 14h25
66 29/10/96 08h54
67 31/10/96 03h22
68 01/11/96 21h51
69 03/11/96 16h20
70 05/11/96 10h49
71 07/11/96 05h18
72 08/11/96 23h47
73 10/11/96 18h16
74 12/11/96 12h44
75 14/11/96 07h13
76 16/11/96 01h42
77 17/11/96 20h11
78 19/11/96 14h40
79 21/11/96 09h09
80 23/11/96 03h37
81 24/11/96 22h06
82 26/11/96 16h35
83 28/11/96 11h04
84 30/11/96 05h33
85 02/12/96 00h02
86 03/12/96 18h31
